id	mn	onset	duration	tpc	midi	timesig
0	4	1	1/8	7	61	12/8
0	4	9/8	1/8	5	59	12/8
0	4	9/8	1/4	8	68	12/8
0	4	5/4	1/8	7	61	12/8
0	4	11/8	1/8	3	57	12/8
0	4	11/8	1/8	3	69	12/8
0	5	0	3/8	8	56	12/8
0	5	0	1/4	4	64	12/8
0	5	0	1/8	5	71	12/8
0	5	1/8	1/8	7	73	12/8
0	5	1/4	1/8	5	59	12/8
0	5	1/4	1/8	2	74	12/8
0	5	3/8	1/4	8	56	12/8
0	5	3/8	3/8	4	64	12/8
0	5	3/8	1/8	7	73	12/8
0	5	1/2	1/8	2	74	12/8
0	5	5/8	1/8	4	52	12/8
0	5	5/8	1/8	5	71	12/8
0	5	3/4	1/8	3	57	12/8
0	5	3/4	1/4	4	64	12/8
0	5	3/4	3/4	3	69	12/8
0	5	3/4	3/8	7	73	12/8
0	5	7/8	1/8	8	56	12/8
0	5	1	1/8	6	54	12/8
0	5	9/8	1/8	4	52	12/8
0	5	9/8	1/4	7	73	12/8
0	5	5/4	1/8	6	54	12/8
0	5	11/8	1/8	2	50	12/8
0	5	11/8	1/8	2	74	12/8
0	6	0	3/8	7	49	12/8
0	6	0	1/2	3	69	12/8
0	6	0	1/8	4	76	12/8
0	6	1/8	1/8	6	78	12/8
0	6	1/4	1/8	4	52	12/8
0	6	1/4	1/8	1	79	12/8
0	6	3/8	1/4	7	49	12/8
0	6	3/8	3/8	3	57	12/8
0	6	3/8	1/8	6	78	12/8
0	6	1/2	1/8	1	79	12/8
0	6	5/8	1/8	3	45	12/8
0	6	5/8	1/8	4	76	12/8
0	6	3/4	3/8	2	50	12/8
0	6	3/4	1/8	3	57	12/8
0	6	3/4	3/4	3	69	12/8
0	6	3/4	1/4	6	78	12/8
0	6	7/8	1/8	3	57	12/8
0	6	1	1/8	1	55	12/8
0	6	1	1/8	4	76	12/8
0	6	9/8	1/8	6	54	12/8
0	6	9/8	1/4	2	74	12/8
0	6	5/4	1/8	1	55	12/8
0	6	11/8	1/8	4	52	12/8
0	6	11/8	1/8	4	76	12/8
0	7	0	1/4	9	51	12/8
0	7	0	1/8	6	78	12/8
0	7	1/8	1/8	8	80	12/8
0	7	1/4	1/8	6	54	12/8
0	7	1/4	1/8	3	81	12/8
0	7	3/8	1/4	9	51	12/8
0	7	3/8	1/8	5	83	12/8
0	7	1/2	1/8	8	80	12/8
0	7	5/8	1/8	5	47	12/8
0	7	5/8	1/8	3	81	12/8
0	7	3/4	1/8	4	52	12/8
0	7	3/4	3/4	4	76	12/8
0	7	3/4	3/8	8	80	12/8
0	7	7/8	1/8	9	51	12/8
0	7	1	1/8	7	49	12/8
0	7	9/8	1/8	5	47	12/8
0	7	9/8	1/4	8	80	12/8
0	7	5/4	1/8	7	49	12/8
0	7	11/8	1/8	3	45	12/8
0	7	11/8	1/8	3	81	12/8
0	8	0	3/8	8	44	12/8
0	8	0	3/8	4	76	12/8
0	8	0	1/8	5	83	12/8
0	8	1/8	1/8	5	47	12/8
0	8	1/8	1/8	3	81	12/8
0	8	1/4	1/8	4	52	12/8
0	8	1/4	1/8	8	80	12/8
0	8	3/8	3/8	3	45	12/8
0	8	3/8	1/8	6	78	12/8
0	8	1/2	1/8	7	49	12/8
0	8	1/2	1/8	8	80	12/8
0	8	5/8	1/8	6	54	12/8
0	8	5/8	1/8	4	76	12/8
0	8	3/4	1/8	5	47	12/8
0	8	3/4	1/4	5	47	12/8
0	8	3/4	1/8	9	75	12/8
0	8	7/8	1/8	5	59	12/8
0	8	7/8	1/8	4	76	12/8
0	8	1	1/8	7	61	12/8
0	8	1	1/8	6	78	12/8
0	8	9/8	1/8	9	63	12/8
0	8	9/8	1/8	5	71	12/8
0	8	9/8	3/8	6	78	12/8
0	8	5/4	1/8	7	61	12/8
0	8	5/4	1/8	7	73	12/8
0	8	11/8	1/8	5	59	12/8
0	8	11/8	1/8	3	69	12/8
0	9	0	1/8	4	64	12/8
0	9	0	3/8	8	68	12/8
0	9	0	1/8	6	78	12/8
0	9	1/8	1/8	8	56	12/8
0	9	1/8	1/8	5	71	12/8
0	9	1/4	1/8	3	57	12/8
0	9	1/4	1/8	4	76	12/8
0	9	3/8	1/8	5	59	12/8
0	9	3/8	3/8	6	66	12/8
0	9	3/8	1/8	4	76	12/8
0	9	1/2	1/8	3	57	12/8
0	9	1/2	1/8	4	76	12/8
0	9	5/8	1/8	5	59	12/8
0	9	5/8	1/8	9	75	12/8
0	9	3/4	3/4	4	52	12/8
0	9	3/4	3/4	4	64	12/8
0	9	3/4	1/8	4	76	12/8
0	9	7/8	1/8	9	75	12/8
0	9	1	1/8	6	54	12/8
0	9	1	1/8	7	73	12/8
0	9	9/8	1/4	8	56	12/8
0	9	9/8	1/8	5	71	12/8
0	9	5/4	1/8	7	73	12/8
0	9	11/8	1/8	3	57	12/8
0	9	11/8	1/8	3	69	12/8
0	10	0	3/4	4	52	12/8
0	10	0	1/4	5	59	12/8
0	10	0	1/8	4	64	12/8
0	10	0	1/4	8	68	12/8
0	10	1/8	1/8	9	63	12/8
0	10	1/4	1/8	7	61	12/8
0	10	1/4	1/8	3	69	12/8
0	10	3/8	1/8	5	59	12/8
0	10	3/8	1/4	8	68	12/8
0	10	1/2	1/8	7	61	12/8
0	10	5/8	1/8	3	57	12/8
0	10	5/8	1/8	6	66	12/8
0	10	3/4	1/8	4	52	12/8
0	10	3/4	1/4	8	56	12/8
0	10	3/4	3/4	4	64	12/8
0	10	7/8	1/8	9	51	12/8
0	10	1	1/8	7	49	12/8
0	10	1	1/8	3	57	12/8
0	10	9/8	1/8	5	47	12/8
0	10	9/8	1/4	8	56	12/8
0	10	5/4	1/8	7	49	12/8
0	10	11/8	1/8	3	45	12/8
0	10	11/8	1/8	6	54	12/8
0	11	0	1/4	8	44	12/8
0	11	0	3/4	4	52	12/8
0	11	0	1/8	4	64	12/8
0	11	1/8	1/8	9	63	12/8
0	11	1/4	1/8	3	45	12/8
0	11	1/4	1/8	7	61	12/8
0	11	3/8	1/8	8	44	12/8
0	11	3/8	1/8	5	59	12/8
0	11	1/2	1/8	6	42	12/8
0	11	1/2	1/8	2	62	12/8
0	11	5/8	1/8	4	40	12/8
0	11	5/8	1/8	7	61	12/8
0	11	3/4	1/8	6	42	12/8
0	11	3/4	1/8	2	62	12/8
0	11	7/8	1/8	8	44	12/8
0	11	7/8	1/8	4	64	12/8
0	11	1	1/8	3	45	12/8
0	11	1	1/8	6	66	12/8
0	11	9/8	1/8	8	44	12/8
0	11	9/8	1/8	4	64	12/8
0	11	5/4	1/8	3	45	12/8
0	11	5/4	1/8	6	66	12/8
0	11	11/8	1/8	5	47	12/8
0	11	11/8	1/8	2	62	12/8
0	12	0	1/4	3	45	12/8
0	12	0	3/4	7	61	12/8
0	12	0	1/8	3	69	12/8
0	12	1/8	1/8	8	68	12/8
0	12	1/4	1/8	5	47	12/8
0	12	1/4	1/8	6	66	12/8
0	12	3/8	1/8	7	49	12/8
0	12	3/8	1/8	4	64	12/8
0	12	1/2	1/8	5	47	12/8
0	12	1/2	1/8	1	67	12/8
0	12	5/8	1/8	3	45	12/8
0	12	5/8	1/8	6	66	12/8
0	12	3/4	1/8	5	47	12/8
0	12	3/4	3/8	2	62	12/8
0	12	3/4	1/8	1	67	12/8
0	12	7/8	1/8	7	49	12/8
0	12	7/8	1/8	3	69	12/8
0	12	1	1/8	2	50	12/8
0	12	1	1/8	5	71	12/8
0	12	9/8	1/8	7	49	12/8
0	12	9/8	3/8	4	64	12/8
0	12	9/8	1/8	3	69	12/8
0	12	5/4	1/8	2	50	12/8
0	12	5/4	1/8	5	71	12/8
0	12	11/8	1/8	4	52	12/8
0	12	11/8	1/8	1	67	12/8
0	13	0	1/8	2	50	12/8
0	13	0	3/8	4	64	12/8
0	13	0	1/8	6	66	12/8
0	13	1/8	1/8	4	52	12/8
0	13	1/8	1/8	8	68	12/8
0	13	1/4	1/8	6	54	12/8
0	13	1/4	1/8	3	69	12/8
0	13	3/8	1/8	8	44	12/8
0	13	3/8	3/8	2	62	12/8
0	13	3/8	3/8	5	71	12/8
0	13	1/2	1/8	3	45	12/8
0	13	5/8	1/8	5	47	12/8
0	13	3/4	3/8	11	41	12/8
0	13	3/4	3/8	7	61	12/8
0	13	3/4	1/8	5	71	12/8
0	13	7/8	1/8	3	69	12/8
0	13	1	1/8	8	68	12/8
0	13	9/8	1/8	6	42	12/8
0	13	9/8	1/4	7	61	12/8
0	13	9/8	1/8	3	69	12/8
0	13	5/4	1/8	4	40	12/8
0	13	5/4	1/8	6	66	12/8
0	13	11/8	1/8	2	38	12/8
0	13	11/8	1/8	5	59	12/8
0	13	11/8	1/8	8	68	12/8
0	14	0	3/4	7	37	12/8
0	14	0	1/8	7	61	12/8
0	14	0	3/4	11	65	12/8
0	14	1/8	1/8	5	59	12/8
0	14	1/4	1/8	3	57	12/8
0	14	3/8	1/8	8	56	12/8
0	14	1/2	1/8	5	59	12/8
0	14	5/8	1/8	3	57	12/8
0	14	3/4	3/8	7	37	12/8
0	14	3/4	3/4	5	59	12/8
0	14	3/4	1/8	11	65	12/8
0	14	7/8	1/8	6	66	12/8
0	14	1	1/8	8	68	12/8
0	14	9/8	1/4	7	37	12/8
0	14	9/8	1/8	7	61	12/8
0	14	5/4	1/8	6	66	12/8
0	14	11/8	1/8	7	49	12/8
0	14	11/8	1/8	11	65	12/8
0	15	0	3/8	2	50	12/8
0	15	0	3/8	3	57	12/8
0	15	0	1/8	6	66	12/8
0	15	1/8	1/8	8	68	12/8
0	15	1/4	1/8	3	69	12/8
0	15	3/8	3/8	9	51	12/8
0	15	3/8	1/8	3	57	12/8
0	15	3/8	3/8	5	71	12/8
0	15	1/2	1/8	8	56	12/8
0	15	5/8	1/8	6	54	12/8
0	15	3/4	3/8	4	52	12/8
0	15	3/4	3/8	8	56	12/8
0	15	3/4	1/8	5	71	12/8
0	15	7/8	1/8	7	73	12/8
0	15	1	1/8	2	74	12/8
0	15	9/8	3/8	11	53	12/8
0	15	9/8	1/8	8	56	12/8
0	15	9/8	1/8	7	73	12/8
0	15	5/4	1/8	8	56	12/8
0	15	5/4	1/8	2	74	12/8
0	15	11/8	1/8	7	61	12/8
0	15	11/8	1/8	5	71	12/8
0	16	0	3/8	6	54	12/8
0	16	0	1/4	6	54	12/8
0	16	0	1/8	3	69	12/8
0	16	1/8	1/8	5	71	12/8
0	16	1/4	1/8	5	47	12/8
0	16	1/4	1/8	8	68	12/8
0	16	3/8	3/8	7	49	12/8
0	16	3/8	1/8	6	54	12/8
0	16	3/8	1/4	8	68	12/8
0	16	1/2	1/8	6	54	12/8
0	16	5/8	1/8	11	53	12/8
0	16	5/8	1/8	6	66	12/8
0	16	3/4	1/4	6	42	12/8
0	16	3/4	1/4	6	54	12/8
0	16	3/4	3/8	6	54	12/8
0	16	3/4	3/4	6	66	12/8
0	16	3/4	1/8	6	78	12/8
0	16	7/8	1/8	4	76	12/8
0	16	1	1/8	8	56	12/8
0	16	1	1/8	2	74	12/8
0	16	9/8	3/8	6	54	12/8
0	16	9/8	1/4	10	58	12/8
0	16	9/8	1/8	7	73	12/8
0	16	5/4	1/8	2	74	12/8
0	16	11/8	1/8	5	59	12/8
0	16	11/8	1/8	5	71	12/8
0	17	0	3/4	6	54	12/8
0	17	0	1/4	7	61	12/8
0	17	0	1/8	6	66	12/8
0	17	0	1/4	10	70	12/8
0	17	1/8	1/8	4	64	12/8
0	17	1/4	1/8	2	62	12/8
0	17	1/4	1/8	5	71	12/8
0	17	3/8	1/8	7	61	12/8
0	17	3/8	1/4	10	70	12/8
0	17	1/2	1/8	2	62	12/8
0	17	5/8	1/8	5	59	12/8
0	17	5/8	1/8	8	68	12/8
0	17	3/4	3/4	6	54	12/8
0	17	3/4	1/4	10	58	12/8
0	17	3/4	3/4	6	66	12/8
0	17	7/8	1/8	4	64	12/8
0	17	1	1/8	5	59	12/8
0	17	1	1/8	2	62	12/8
0	17	9/8	1/4	10	58	12/8
0	17	9/8	1/8	7	61	12/8
0	17	5/4	1/8	2	62	12/8
0	17	11/8	1/8	8	56	12/8
0	17	11/8	1/8	5	59	12/8
0	18	0	1/4	6	54	12/8
0	18	0	1/4	6	54	12/8
0	18	0	1/4	10	58	12/8
0	18	0	1/8	6	66	12/8
0	18	1/8	1/8	8	68	12/8
0	18	1/4	1/8	4	52	12/8
0	18	1/4	1/8	10	70	12/8
0	18	3/8	1/4	2	50	12/8
0	18	3/8	1/8	5	71	12/8
0	18	1/2	1/8	10	70	12/8
0	18	5/8	1/8	7	49	12/8
0	18	5/8	1/8	7	73	12/8
0	18	3/4	1/4	5	47	12/8
0	18	3/4	1/8	5	59	12/8
0	18	3/4	3/4	2	74	12/8
0	18	7/8	1/8	7	61	12/8
0	18	1	1/8	2	62	12/8
0	18	9/8	1/8	4	64	12/8
0	18	5/4	1/8	2	62	12/8
0	18	11/8	1/8	6	66	12/8
0	19	0	3/8	1	67	12/8
0	19	0	1/8	2	74	12/8
0	19	1/8	1/8	7	73	12/8
0	19	1/4	1/8	5	71	12/8
0	19	3/8	1/8	1	67	12/8
0	19	3/8	3/8	4	76	12/8
0	19	1/2	1/8	6	66	12/8
0	19	5/8	1/8	4	64	12/8
0	19	3/4	3/4	5	71	12/8
0	19	3/4	1/8	4	76	12/8
0	19	7/8	1/8	2	74	12/8
0	19	1	1/8	7	73	12/8
0	19	9/8	1/8	2	74	12/8
0	19	5/4	1/8	6	78	12/8
0	19	11/8	1/8	4	76	12/8
0	20	0	1/8	6	54	12/8
0	20	0	1/8	10	70	12/8
0	20	0	3/4	6	78	12/8
0	20	1/8	1/8	8	56	12/8
0	20	1/8	1/8	5	71	12/8
0	20	1/4	1/8	10	58	12/8
0	20	1/4	1/8	7	73	12/8
0	20	3/8	1/8	5	59	12/8
0	20	3/8	1/8	2	74	12/8
0	20	1/2	1/8	10	58	12/8
0	20	1/2	1/8	4	76	12/8
0	20	5/8	1/8	7	61	12/8
0	20	5/8	1/8	10	70	12/8
0	20	3/4	3/8	2	62	12/8
0	20	3/4	1/2	5	71	12/8
0	20	3/4	1/8	6	78	12/8
0	20	7/8	1/8	1	79	12/8
0	20	1	1/8	3	81	12/8
0	20	9/8	1/4	2	62	12/8
0	20	9/8	1/8	5	83	12/8
0	20	5/4	1/8	0	84	12/8
0	20	11/8	1/8	9	63	12/8
0	20	11/8	1/8	3	81	12/8
0	21	0	1/8	4	64	12/8
0	21	0	3/4	5	71	12/8
0	21	0	1/8	1	79	12/8
0	21	1/8	1/8	6	66	12/8
0	21	1/8	1/8	6	78	12/8
0	21	1/4	1/8	1	67	12/8
0	21	1/4	1/8	4	76	12/8
0	21	3/8	1/8	6	66	12/8
0	21	3/8	1/8	2	74	12/8
0	21	1/2	1/8	1	67	12/8
0	21	1/2	1/8	4	76	12/8
0	21	5/8	1/8	4	64	12/8
0	21	5/8	1/8	7	73	12/8
0	21	3/4	1/8	2	62	12/8
0	21	3/4	3/8	5	71	12/8
0	21	3/4	1/4	6	78	12/8
0	21	7/8	1/8	6	66	12/8
0	21	1	1/8	4	64	12/8
0	21	1	1/8	1	79	12/8
0	21	9/8	1/8	6	66	12/8
0	21	9/8	1/4	10	70	12/8
0	21	9/8	1/4	7	73	12/8
0	21	5/4	1/8	7	61	12/8
0	21	11/8	1/8	4	64	12/8
0	21	11/8	1/8	5	71	12/8
0	21	11/8	1/8	5	71	12/8
0	22	0	3/8	9	63	12/8
0	22	0	3/4	5	71	12/8
0	22	0	1/8	5	83	12/8
0	22	1/8	1/8	3	81	12/8
0	22	1/4	1/8	8	80	12/8
0	22	3/8	1/4	9	63	12/8
0	22	3/8	1/8	6	78	12/8
0	22	1/2	1/8	8	80	12/8
0	22	5/8	1/8	4	64	12/8
0	22	5/8	1/8	4	76	12/8
0	22	3/4	1/8	6	66	12/8
0	22	3/4	3/8	5	71	12/8
0	22	3/4	1/8	9	75	12/8
0	22	7/8	1/8	5	59	12/8
0	22	7/8	1/8	4	76	12/8
0	22	1	1/8	3	57	12/8
0	22	1	1/8	6	78	12/8
0	22	9/8	1/8	8	56	12/8
0	22	9/8	1/8	5	71	12/8
0	22	9/8	1/4	5	71	12/8
0	22	5/4	1/8	3	57	12/8
0	22	5/4	1/8	7	73	12/8
0	22	11/8	1/8	6	54	12/8
0	22	11/8	1/8	3	69	12/8
0	22	11/8	1/8	9	75	12/8
0	23	0	1/8	4	52	12/8
0	23	0	3/8	8	68	12/8
0	23	0	1/8	4	76	12/8
0	23	1/8	1/8	6	54	12/8
0	23	1/8	1/8	5	71	12/8
0	23	1/4	1/8	8	56	12/8
0	23	1/4	1/8	4	76	12/8
0	23	3/8	1/8	3	57	12/8
0	23	3/8	3/8	6	66	12/8
0	23	3/8	1/8	4	76	12/8
0	23	1/2	1/8	6	54	12/8
0	23	1/2	1/8	4	76	12/8
0	23	5/8	1/8	5	59	12/8
0	23	5/8	1/8	2	74	12/8
0	23	3/4	1/8	8	56	12/8
0	23	3/4	3/8	4	64	12/8
0	23	3/4	1/8	2	74	12/8
0	23	7/8	1/8	4	52	12/8
0	23	7/8	1/8	2	74	12/8
0	23	1	1/8	3	57	12/8
0	23	1	1/8	7	73	12/8
0	23	9/8	3/8	9	51	12/8
0	23	9/8	3/8	6	66	12/8
0	23	9/8	1/8	7	73	12/8
0	23	5/4	1/8	6	54	12/8
0	23	5/4	1/8	5	71	12/8
0	23	11/8	1/8	5	59	12/8
0	23	11/8	1/8	3	69	12/8
0	24	0	3/4	4	52	12/8
0	24	0	1/8	5	59	12/8
0	24	0	3/4	8	68	12/8
0	24	1/8	1/8	7	61	12/8
0	24	1/4	1/8	5	47	12/8
0	24	1/4	1/8	9	63	12/8
0	24	3/8	1/8	8	44	12/8
0	24	3/8	1/8	4	64	12/8
0	24	1/2	1/8	3	45	12/8
0	24	1/2	1/8	9	63	12/8
0	24	5/8	1/8	5	47	12/8
0	24	5/8	1/8	6	66	12/8
0	24	3/4	1/4	4	40	12/8
0	24	3/4	1/8	4	52	12/8
0	24	3/4	3/4	4	64	12/8
0	24	3/4	1/8	8	68	12/8
0	24	7/8	1/8	6	54	12/8
0	24	7/8	1/8	3	69	12/8
0	24	1	1/8	8	56	12/8
0	24	1	1/8	5	71	12/8
0	24	9/8	1/8	3	57	12/8
0	24	9/8	1/8	7	73	12/8
0	24	5/4	1/8	8	56	12/8
0	24	5/4	1/8	5	71	12/8
0	24	11/8	1/8	5	59	12/8
0	24	11/8	1/8	2	74	12/8
0	25	0	3/4	3	57	12/8
0	25	0	1/8	4	64	12/8
0	25	0	3/4	7	73	12/8
0	25	1/8	1/8	6	66	12/8
0	25	1/4	1/8	4	52	12/8
0	25	1/4	1/8	8	68	12/8
0	25	3/8	1/8	7	49	12/8
0	25	3/8	1/8	3	69	12/8
0	25	1/2	1/8	2	50	12/8
0	25	1/2	1/8	8	68	12/8
0	25	5/8	1/8	4	52	12/8
0	25	5/8	1/8	5	71	12/8
0	25	3/4	1/4	3	45	12/8
0	25	3/4	1/8	3	57	12/8
0	25	3/4	3/4	3	69	12/8
0	25	3/4	1/8	7	73	12/8
0	25	7/8	1/8	5	59	12/8
0	25	7/8	1/8	2	74	12/8
0	25	1	1/8	7	61	12/8
0	25	1	1/8	4	76	12/8
0	25	9/8	1/8	2	62	12/8
0	25	9/8	1/8	6	78	12/8
0	25	5/4	1/8	7	61	12/8
0	25	5/4	1/8	4	76	12/8
0	25	11/8	1/8	4	64	12/8
0	25	11/8	1/8	1	79	12/8
0	26	0	3/4	2	62	12/8
0	26	0	1/8	3	69	12/8
0	26	0	3/4	6	78	12/8
0	26	1/8	1/8	5	71	12/8
0	26	1/4	1/8	3	57	12/8
0	26	1/4	1/8	7	73	12/8
0	26	3/8	1/8	6	54	12/8
0	26	3/8	1/8	2	74	12/8
0	26	1/2	1/8	1	55	12/8
0	26	1/2	1/8	7	73	12/8
0	26	5/8	1/8	3	57	12/8
0	26	5/8	1/8	4	76	12/8
0	26	3/4	1/8	2	50	12/8
0	26	3/4	3/4	2	74	12/8
0	26	3/4	1/8	6	78	12/8
0	26	7/8	1/8	6	54	12/8
0	26	7/8	1/8	8	80	12/8
0	26	1	1/8	2	50	12/8
0	26	1	1/8	3	81	12/8
0	26	9/8	1/8	5	47	12/8
0	26	9/8	1/8	5	83	12/8
0	26	5/4	1/8	2	50	12/8
0	26	5/4	1/8	6	78	12/8
0	26	11/8	1/8	5	47	12/8
0	26	11/8	1/8	3	81	12/8
0	27	0	3/4	4	52	12/8
0	27	0	3/8	2	74	12/8
0	27	0	1/8	8	80	12/8
0	27	1/8	1/8	6	78	12/8
0	27	1/4	1/8	4	76	12/8
0	27	3/8	1/8	7	73	12/8
0	27	3/8	3/8	3	81	12/8
0	27	1/2	1/8	5	71	12/8
0	27	5/8	1/8	3	69	12/8
0	27	3/4	3/8	4	52	12/8
0	27	3/4	3/8	5	71	12/8
0	27	3/4	1/8	3	81	12/8
0	27	7/8	1/8	8	80	12/8
0	27	1	1/8	6	78	12/8
0	27	9/8	1/8	4	52	12/8
0	27	9/8	1/8	5	71	12/8
0	27	9/8	1/8	8	80	12/8
0	27	5/4	1/8	4	64	12/8
0	27	5/4	1/8	7	73	12/8
0	27	5/4	1/8	4	76	12/8
0	27	11/8	1/8	2	62	12/8
0	27	11/8	1/8	2	74	12/8
0	27	11/8	1/8	6	78	12/8
0	28	0	1/8	7	61	12/8
0	28	0	1/8	4	76	12/8
0	28	0	3/4	1	79	12/8
0	28	1/8	1/8	2	62	12/8
0	28	1/8	1/8	2	74	12/8
0	28	1/4	1/8	5	59	12/8
0	28	1/4	1/8	6	78	12/8
0	28	3/8	1/8	7	61	12/8
0	28	3/8	3/8	4	76	12/8
0	28	1/2	1/8	5	59	12/8
0	28	5/8	1/8	3	57	12/8
0	28	3/4	3/8	2	62	12/8
0	28	3/4	1/8	4	76	12/8
0	28	3/4	3/4	6	78	12/8
0	28	7/8	1/8	3	69	12/8
0	28	1	1/8	7	73	12/8
0	28	9/8	1/8	2	62	12/8
0	28	9/8	3/8	2	74	12/8
0	28	5/4	1/8	5	59	12/8
0	28	11/8	1/8	2	62	12/8
0	29	0	1/8	8	56	12/8
0	29	0	1/8	2	74	12/8
0	29	0	3/4	4	76	12/8
0	29	1/8	1/8	5	59	12/8
0	29	1/8	1/8	8	68	12/8
0	29	1/4	1/8	4	52	12/8
0	29	1/4	1/8	5	71	12/8
0	29	3/8	1/8	3	57	12/8
0	29	3/8	3/8	7	73	12/8
0	29	1/2	1/8	7	49	12/8
0	29	5/8	1/8	4	52	12/8
0	29	3/4	3/8	6	42	12/8
0	29	3/4	1/8	7	73	12/8
0	29	3/4	3/8	2	74	12/8
0	29	7/8	1/8	5	71	12/8
0	29	1	1/8	3	69	12/8
0	29	9/8	3/8	8	44	12/8
0	29	9/8	3/8	5	71	12/8
0	29	9/8	1/8	2	74	12/8
0	29	5/4	1/8	7	73	12/8
0	29	11/8	1/8	5	71	12/8
0	30	0	1/8	3	45	12/8
0	30	0	1/8	5	71	12/8
0	30	0	3/4	7	73	12/8
0	30	1/8	1/8	7	49	12/8
0	30	1/8	1/8	3	69	12/8
0	30	1/4	1/8	4	52	12/8
0	30	1/4	1/8	1	67	12/8
0	30	3/8	1/8	3	57	12/8
0	30	3/8	1/8	6	66	12/8
0	30	1/2	1/8	3	45	12/8
0	30	1/2	1/8	1	67	12/8
0	30	5/8	1/8	7	49	12/8
0	30	5/8	1/8	4	64	12/8
0	30	3/4	3/8	2	38	12/8
0	30	3/4	3/4	6	66	12/8
0	30	3/4	1/8	7	73	12/8
0	30	7/8	1/8	2	74	12/8
0	30	1	1/8	7	73	12/8
0	30	9/8	3/8	9	39	12/8
0	30	9/8	1/8	5	71	12/8
0	30	5/4	1/8	7	73	12/8
0	30	11/8	1/8	3	69	12/8
0	31	0	1/4	4	40	12/8
0	31	0	1/8	4	64	12/8
0	31	0	3/8	8	68	12/8
0	31	1/8	1/8	2	62	12/8
0	31	1/4	1/8	7	61	12/8
0	31	3/8	1/8	5	59	12/8
0	31	3/8	1/8	8	68	12/8
0	31	1/2	1/8	7	61	12/8
0	31	1/2	1/8	3	69	12/8
0	31	5/8	1/8	3	57	12/8
0	31	5/8	1/8	5	71	12/8
0	31	3/4	1/4	8	56	12/8
0	31	3/4	1/8	4	64	12/8
0	31	7/8	1/8	2	62	12/8
